version,date,type,action,is_experimental,is_breaking,is_security_fix,setting_name,default_enabled,pull_request,author,description
23.8,2023-08-31,Build/Testing/Packaging Improvement,Removed,0,0,0,,,53182,Alexey Milovidov,Remove even more garbage. [#53182](https://github.com/ClickHouse/ClickHouse/pull/53182) ([Alexey Milovidov](https://github.com/alexey-milovidov)).
23.8,2023-08-31,Build/Testing/Packaging Improvement,,0,0,0,,,53183,Alexey Milovidov,The function `arrayAUC` was using heavy C++ templates - ditched them. [#53183](https://github.com/ClickHouse/ClickHouse/pull/53183) ([Alexey Milovidov](https://github.com/alexey-milovidov)).
23.8,2023-08-31,Build/Testing/Packaging Improvement,Fixed,0,0,0,,,53184,Alexey Milovidov,Some translation units were always rebuilt regardless of ccache. The culprit is found and fixed. [#53184](https://github.com/ClickHouse/ClickHouse/pull/53184) ([Alexey Milovidov](https://github.com/alexey-milovidov)).
23.8,2023-08-31,Build/Testing/Packaging Improvement,,0,0,0,,,53100,Alexey Milovidov,"The compiler's profile data (`-ftime-trace`) is uploaded to ClickHouse Cloud., the second attempt after [#53100](https://github.com/ClickHouse/ClickHouse/issues/53100). [#53213](https://github.com/ClickHouse/ClickHouse/pull/53213) ([Alexey Milovidov](https://github.com/alexey-milovidov))."
23.8,2023-08-31,Build/Testing/Packaging Improvement,,0,0,0,,,53351,Alexey Milovidov,Export logs from CI in stateful tests to ClickHouse Cloud. [#53351](https://github.com/ClickHouse/ClickHouse/pull/53351) ([Alexey Milovidov](https://github.com/alexey-milovidov)).
23.8,2023-08-31,Build/Testing/Packaging Improvement,,0,0,0,,,53353,Alexey Milovidov,Export logs from CI in stress tests. [#53353](https://github.com/ClickHouse/ClickHouse/pull/53353) ([Alexey Milovidov](https://github.com/alexey-milovidov)).
23.8,2023-08-31,Build/Testing/Packaging Improvement,,0,0,0,,,53354,Alexey Milovidov,Export logs from CI in fuzzer. [#53354](https://github.com/ClickHouse/ClickHouse/pull/53354) ([Alexey Milovidov](https://github.com/alexey-milovidov)).
23.8,2023-08-31,Build/Testing/Packaging Improvement,,0,0,0,,,51962,Mikhail f. Shiryaev,Preserve environment parameters in `clickhouse start` command. Fixes [#51962](https://github.com/ClickHouse/ClickHouse/issues/51962). [#53418](https://github.com/ClickHouse/ClickHouse/pull/53418) ([Mikhail f. Shiryaev](https://github.com/Felixoid)).
23.8,2023-08-31,Build/Testing/Packaging Improvement,Optimized,0,0,0,,,53418,Mikhail f. Shiryaev,"Follow up for [#53418](https://github.com/ClickHouse/ClickHouse/issues/53418). Small improvements for install_check.py, adding tests for proper ENV parameters passing to the main process on `init.d start`. [#53457](https://github.com/ClickHouse/ClickHouse/pull/53457) ([Mikhail f. Shiryaev](https://github.com/Felixoid))."
23.8,2023-08-31,Build/Testing/Packaging Improvement,,0,0,0,clickhouse_functions_sources,,53621,Amos Bird,"Reorganize file management in CMake to prevent potential duplications. For instance, `indexHint.cpp` is duplicated in both `dbms_sources` and `clickhouse_functions_sources`. [#53621](https://github.com/ClickHouse/ClickHouse/pull/53621) ([Amos Bird](https://github.com/amosbird))."
23.8,2023-08-31,Build/Testing/Packaging Improvement,,0,0,0,,,53672,李扬,Upgrade snappy to 1.1.10. [#53672](https://github.com/ClickHouse/ClickHouse/pull/53672) ([李扬](https://github.com/taiyang-li)).
23.8,2023-08-31,Build/Testing/Packaging Improvement,Removed,0,0,0,,,53759,Amos Bird,Slightly improve cmake build by sanitizing some dependencies and removing some duplicates. Each commit includes a short description of the changes made. [#53759](https://github.com/ClickHouse/ClickHouse/pull/53759) ([Amos Bird](https://github.com/amosbird)).
23.8,2023-08-31,Bug Fix (user-visible misbehavior in an official stable release),,1,0,0,,,51325,Tian Xinhui,Do not reset (experimental) Annoy index during build-up with more than one mark [#51325](https://github.com/ClickHouse/ClickHouse/pull/51325) ([Tian Xinhui](https://github.com/xinhuitian)).
23.8,2023-08-31,Bug Fix (user-visible misbehavior in an official stable release),Fixed,0,0,0,,,51493,Azat Khuzhin,Fix usage of temporary directories during RESTORE [#51493](https://github.com/ClickHouse/ClickHouse/pull/51493) ([Azat Khuzhin](https://github.com/azat)).
23.8,2023-08-31,Bug Fix (user-visible misbehavior in an official stable release),Fixed,0,0,0,,,51642,Yakov Olkhovskiy,Fix binary arithmetic for Nullable(IPv4) [#51642](https://github.com/ClickHouse/ClickHouse/pull/51642) ([Yakov Olkhovskiy](https://github.com/yakov-olkhovskiy)).
23.8,2023-08-31,Bug Fix (user-visible misbehavior in an official stable release),,0,0,0,,,51756,Yakov Olkhovskiy,Support IPv4 and IPv6 data types as dictionary attributes [#51756](https://github.com/ClickHouse/ClickHouse/pull/51756) ([Yakov Olkhovskiy](https://github.com/yakov-olkhovskiy)).
23.8,2023-08-31,Bug Fix (user-visible misbehavior in an official stable release),,0,0,0,,,51777,SmitaRKulkarni,A fix for checksum of compress marks [#51777](https://github.com/ClickHouse/ClickHouse/pull/51777) ([SmitaRKulkarni](https://github.com/SmitaRKulkarni)).
23.8,2023-08-31,Bug Fix (user-visible misbehavior in an official stable release),Fixed,0,0,0,,,51950,Kruglov Pavel,Fix mistakenly comma parsing as part of datetime in CSV best effort parsing [#51950](https://github.com/ClickHouse/ClickHouse/pull/51950) ([Kruglov Pavel](https://github.com/Avogar)).
23.8,2023-08-31,Bug Fix (user-visible misbehavior in an official stable release),,0,0,0,,,51961,Nikita Taranov,Don't throw exception when executable UDF has parameters [#51961](https://github.com/ClickHouse/ClickHouse/pull/51961) ([Nikita Taranov](https://github.com/nickitat)).
23.8,2023-08-31,Bug Fix (user-visible misbehavior in an official stable release),Fixed,0,0,0,,,52530,Anton Popov,Fix recalculation of skip indexes and projections in `ALTER DELETE` queries [#52530](https://github.com/ClickHouse/ClickHouse/pull/52530) ([Anton Popov](https://github.com/CurtizJ)).
23.8,2023-08-31,Bug Fix (user-visible misbehavior in an official stable release),,0,0,0,,,52621,Val Doroshchuk,MaterializedMySQL: Fix the infinite loop in ReadBuffer::read [#52621](https://github.com/ClickHouse/ClickHouse/pull/52621) ([Val Doroshchuk](https://github.com/valbok)).
23.8,2023-08-31,Bug Fix (user-visible misbehavior in an official stable release),,0,0,0,,,52628,János Benjamin Antal,Load suggestion only with `clickhouse` dialect [#52628](https://github.com/ClickHouse/ClickHouse/pull/52628) ([János Benjamin Antal](https://github.com/antaljanosbenjamin)).
23.8,2023-08-31,Bug Fix (user-visible misbehavior in an official stable release),,0,0,0,,,52634,Arthur Passos,Init and destroy ares channel on demand. [#52634](https://github.com/ClickHouse/ClickHouse/pull/52634) ([Arthur Passos](https://github.com/arthurpassos)).
23.8,2023-08-31,Bug Fix (user-visible misbehavior in an official stable release),Fixed,0,0,0,,,52653,Azat Khuzhin,Fix filtering by virtual columns with OR expression [#52653](https://github.com/ClickHouse/ClickHouse/pull/52653) ([Azat Khuzhin](https://github.com/azat)).
23.8,2023-08-31,Bug Fix (user-visible misbehavior in an official stable release),Fixed,0,0,0,,,52659,Anton Popov,Fix crash in function `tuple` with one sparse column argument [#52659](https://github.com/ClickHouse/ClickHouse/pull/52659) ([Anton Popov](https://github.com/CurtizJ)).
23.8,2023-08-31,Bug Fix (user-visible misbehavior in an official stable release),Fixed,0,0,0,,,52687,Al Korgun,Fix named collections on cluster [#52687](https://github.com/ClickHouse/ClickHouse/pull/52687) ([Al Korgun](https://github.com/alkorgun)).
23.8,2023-08-31,Bug Fix (user-visible misbehavior in an official stable release),Fixed,0,0,0,,,52689,Anton Popov,Fix reading of unnecessary column in case of multistage `PREWHERE` [#52689](https://github.com/ClickHouse/ClickHouse/pull/52689) ([Anton Popov](https://github.com/CurtizJ)).
23.8,2023-08-31,Bug Fix (user-visible misbehavior in an official stable release),Fixed,0,0,0,,,52761,copperybean,Fix unexpected sort result on multi columns with nulls first direction [#52761](https://github.com/ClickHouse/ClickHouse/pull/52761) ([copperybean](https://github.com/copperybean)).
23.8,2023-08-31,Bug Fix (user-visible misbehavior in an official stable release),Fixed,0,0,0,,,52804,Antonio Andelic,Fix data race in Keeper reconfiguration [#52804](https://github.com/ClickHouse/ClickHouse/pull/52804) ([Antonio Andelic](https://github.com/antonio2368)).
23.8,2023-08-31,Bug Fix (user-visible misbehavior in an official stable release),Fixed,0,0,0,,,52827,Anton Popov,Fix sorting of sparse columns with large limit [#52827](https://github.com/ClickHouse/ClickHouse/pull/52827) ([Anton Popov](https://github.com/CurtizJ)).
23.8,2023-08-31,Bug Fix (user-visible misbehavior in an official stable release),Added,0,0,0,,,52833,Andy Fiddaman,clickhouse-keeper: fix implementation of server with poll. [#52833](https://github.com/ClickHouse/ClickHouse/pull/52833) ([Andy Fiddaman](https://github.com/citrus-it)).
23.8,2023-08-31,Bug Fix (user-visible misbehavior in an official stable release),,0,0,0,,,52840,Han Fei,Make regexp analyzer recognize named capturing groups [#52840](https://github.com/ClickHouse/ClickHouse/pull/52840) ([Han Fei](https://github.com/hanfei1991)).
23.8,2023-08-31,Bug Fix (user-visible misbehavior in an official stable release),Fixed,0,0,0,,,52862,Kruglov Pavel,Fix possible assert in `~PushingAsyncPipelineExecutor` in clickhouse-local [#52862](https://github.com/ClickHouse/ClickHouse/pull/52862) ([Kruglov Pavel](https://github.com/Avogar)).
23.8,2023-08-31,Bug Fix (user-visible misbehavior in an official stable release),Fixed,0,0,0,,,52949,Anton Popov,Fix reading of empty `Nested(Array(LowCardinality(...)))` [#52949](https://github.com/ClickHouse/ClickHouse/pull/52949) ([Anton Popov](https://github.com/CurtizJ)).
23.8,2023-08-31,Bug Fix (user-visible misbehavior in an official stable release),Added,0,0,0,,,52958,Alexey Gerasimchuck,Added new tests for session_log and fixed the inconsistency between login and logout. [#52958](https://github.com/ClickHouse/ClickHouse/pull/52958) ([Alexey Gerasimchuck](https://github.com/Demilivor)).
23.8,2023-08-31,Bug Fix (user-visible misbehavior in an official stable release),Fixed,0,0,0,,,52962,Duc Canh Le,Fix password leak in show create mysql table [#52962](https://github.com/ClickHouse/ClickHouse/pull/52962) ([Duc Canh Le](https://github.com/canhld94)).
23.8,2023-08-31,Bug Fix (user-visible misbehavior in an official stable release),,0,0,0,,,53000,vdimir,Convert sparse column format to full in CreateSetAndFilterOnTheFlyStep [#53000](https://github.com/ClickHouse/ClickHouse/pull/53000) ([vdimir](https://github.com/vdimir)).
23.8,2023-08-31,Bug Fix (user-visible misbehavior in an official stable release),Fixed,0,0,0,,,53055,Kseniia Sumarokova,Fix rare race condition with empty key prefix directory deletion in fs cache [#53055](https://github.com/ClickHouse/ClickHouse/pull/53055) ([Kseniia Sumarokova](https://github.com/kssenii)).
23.8,2023-08-31,Bug Fix (user-visible misbehavior in an official stable release),Fixed,0,0,0,,,53064,Michael Kolupaev,Fix ZstdDeflatingWriteBuffer truncating the output sometimes [#53064](https://github.com/ClickHouse/ClickHouse/pull/53064) ([Michael Kolupaev](https://github.com/al13n321)).
23.8,2023-08-31,Bug Fix (user-visible misbehavior in an official stable release),Fixed,0,0,0,,,53103,Raúl Marín,Fix query_id in part_log with async flush queries [#53103](https://github.com/ClickHouse/ClickHouse/pull/53103) ([Raúl Marín](https://github.com/Algunenano)).
23.8,2023-08-31,Bug Fix (user-visible misbehavior in an official stable release),Fixed,0,0,0,,,53121,Kseniia Sumarokova,"Fix possible error from cache ""Read unexpected size"" [#53121](https://github.com/ClickHouse/ClickHouse/pull/53121) ([Kseniia Sumarokova](https://github.com/kssenii))."
23.8,2023-08-31,Bug Fix (user-visible misbehavior in an official stable release),Disabled,0,0,0,,,53130,Alexey Milovidov,Disable the new parquet encoder [#53130](https://github.com/ClickHouse/ClickHouse/pull/53130) ([Alexey Milovidov](https://github.com/alexey-milovidov)).
23.8,2023-08-31,Bug Fix (user-visible misbehavior in an official stable release),Fixed,0,0,0,,,53162,Nikolai Kochetov,"Fix ""Not-ready Set"" exception [#53162](https://github.com/ClickHouse/ClickHouse/pull/53162) ([Nikolai Kochetov](https://github.com/KochetovNicolai))."
23.8,2023-08-31,Bug Fix (user-visible misbehavior in an official stable release),Fixed,0,0,0,,,53250,Nikolay Degterinsky,Fix character escaping in the PostgreSQL engine [#53250](https://github.com/ClickHouse/ClickHouse/pull/53250) ([Nikolay Degterinsky](https://github.com/evillique)).
23.8,2023-08-31,Bug Fix (user-visible misbehavior in an official stable release),Fixed,1,0,0,,,53255,"Alexey Gerasimchuck, Alexey Gerasimchuck",Experimental session_log table: Added new tests for session_log and fixed the inconsistency between login and logout. [#53255](https://github.com/ClickHouse/ClickHouse/pull/53255) ([Alexey Gerasimchuck](https://github.com/Demilivor)). Fixed inconsistency between login success and logout [#53302](https://github.com/ClickHouse/ClickHouse/pull/53302) ([Alexey Gerasimchuck](https://github.com/Demilivor)).
23.8,2023-08-31,Bug Fix (user-visible misbehavior in an official stable release),Fixed,0,0,0,,,53309,Michael Kolupaev,Fix adding sub-second intervals to DateTime [#53309](https://github.com/ClickHouse/ClickHouse/pull/53309) ([Michael Kolupaev](https://github.com/al13n321)).
23.8,2023-08-31,Bug Fix (user-visible misbehavior in an official stable release),Fixed,0,0,0,,,53342,Alexey Milovidov,"Fix ""Context has expired"" error in dictionaries [#53342](https://github.com/ClickHouse/ClickHouse/pull/53342) ([Alexey Milovidov](https://github.com/alexey-milovidov))."
23.8,2023-08-31,Bug Fix (user-visible misbehavior in an official stable release),Fixed,0,0,0,,,53347,Amos Bird,Fix incorrect normal projection AST format [#53347](https://github.com/ClickHouse/ClickHouse/pull/53347) ([Amos Bird](https://github.com/amosbird)).
23.8,2023-08-31,Bug Fix (user-visible misbehavior in an official stable release),,0,0,0,,,53348,flynn,Forbid use_structure_from_insertion_table_in_table_functions when execute Scalar [#53348](https://github.com/ClickHouse/ClickHouse/pull/53348) ([flynn](https://github.com/ucasfl)).
23.8,2023-08-31,Bug Fix (user-visible misbehavior in an official stable release),Fixed,0,0,0,,,53372,SmitaRKulkarni,Fix loading lazy database during system.table select query [#53372](https://github.com/ClickHouse/ClickHouse/pull/53372) ([SmitaRKulkarni](https://github.com/SmitaRKulkarni)).
23.8,2023-08-31,Bug Fix (user-visible misbehavior in an official stable release),Fixed,0,0,0,,,53381,Filipp Ozinov,Fixed system.data_skipping_indices for MaterializedMySQL [#53381](https://github.com/ClickHouse/ClickHouse/pull/53381) ([Filipp Ozinov](https://github.com/bakwc)).
23.8,2023-08-31,Bug Fix (user-visible misbehavior in an official stable release),Fixed,0,0,0,,,53407,Kruglov Pavel,Fix processing single carriage return in TSV file segmentation engine [#53407](https://github.com/ClickHouse/ClickHouse/pull/53407) ([Kruglov Pavel](https://github.com/Avogar)).
23.8,2023-08-31,Bug Fix (user-visible misbehavior in an official stable release),Fixed,0,0,0,,,53433,Michael Kolupaev,Fix `Context has expired` error properly [#53433](https://github.com/ClickHouse/ClickHouse/pull/53433) ([Michael Kolupaev](https://github.com/al13n321)).
23.8,2023-08-31,Bug Fix (user-visible misbehavior in an official stable release),Fixed,0,0,0,,,53439,Duc Canh Le,Fix `timeout_overflow_mode` when having subquery in the rhs of IN [#53439](https://github.com/ClickHouse/ClickHouse/pull/53439) ([Duc Canh Le](https://github.com/canhld94)).
23.8,2023-08-31,Bug Fix (user-visible misbehavior in an official stable release),Fixed,0,0,0,,,53152,Zhiguo Zhou,Fix an unexpected behavior in [#53152](https://github.com/ClickHouse/ClickHouse/issues/53152) [#53440](https://github.com/ClickHouse/ClickHouse/pull/53440) ([Zhiguo Zhou](https://github.com/ZhiguoZh)).
23.8,2023-08-31,Bug Fix (user-visible misbehavior in an official stable release),Fixed,0,0,0,,,53470,KevinyhZou,Fix JSON_QUERY Function parse error while path is all number [#53470](https://github.com/ClickHouse/ClickHouse/pull/53470) ([KevinyhZou](https://github.com/KevinyhZou)).
23.8,2023-08-31,Bug Fix (user-visible misbehavior in an official stable release),Fixed,0,0,0,,,53489,Nikolai Kochetov,Fix wrong columns order for queries with parallel FINAL. [#53489](https://github.com/ClickHouse/ClickHouse/pull/53489) ([Nikolai Kochetov](https://github.com/KochetovNicolai)).
23.8,2023-08-31,Bug Fix (user-visible misbehavior in an official stable release),Fixed,0,0,0,,,53511,Vasily Nemkov,Fixed SELECTing from ReplacingMergeTree with do_not_merge_across_partitions_select_final [#53511](https://github.com/ClickHouse/ClickHouse/pull/53511) ([Vasily Nemkov](https://github.com/Enmk)).
23.8,2023-08-31,Bug Fix (user-visible misbehavior in an official stable release),,0,0,0,,,53547,joelynch,Flush async insert queue first on shutdown [#53547](https://github.com/ClickHouse/ClickHouse/pull/53547) ([joelynch](https://github.com/joelynch)).
23.8,2023-08-31,Bug Fix (user-visible misbehavior in an official stable release),Fixed,0,0,0,,,53548,vdimir,Fix crash in join on sparse columna [#53548](https://github.com/ClickHouse/ClickHouse/pull/53548) ([vdimir](https://github.com/vdimir)).
23.8,2023-08-31,Bug Fix (user-visible misbehavior in an official stable release),Fixed,0,0,0,,,53559,Azat Khuzhin,Fix possible UB in Set skipping index for functions with incorrect args [#53559](https://github.com/ClickHouse/ClickHouse/pull/53559) ([Azat Khuzhin](https://github.com/azat)).
23.8,2023-08-31,Bug Fix (user-visible misbehavior in an official stable release),Fixed,1,0,0,,,53560,Azat Khuzhin,Fix possible UB in inverted indexes (experimental feature) [#53560](https://github.com/ClickHouse/ClickHouse/pull/53560) ([Azat Khuzhin](https://github.com/azat)).
23.8,2023-08-31,Bug Fix (user-visible misbehavior in an official stable release),Fixed,0,0,0,,,53572,Yakov Olkhovskiy,Fix: interpolate expression takes source column instead of same name aliased from select expression. [#53572](https://github.com/ClickHouse/ClickHouse/pull/53572) ([Yakov Olkhovskiy](https://github.com/yakov-olkhovskiy)).
23.8,2023-08-31,Bug Fix (user-visible misbehavior in an official stable release),Fixed,0,0,0,,,53616,wangxiaobo,Fix number of dropped granules in EXPLAIN PLAN index=1 [#53616](https://github.com/ClickHouse/ClickHouse/pull/53616) ([wangxiaobo](https://github.com/wzb5212)).
23.8,2023-08-31,Bug Fix (user-visible misbehavior in an official stable release),,0,0,0,,,53644,Antonio Andelic,Correctly handle totals and extremes with `DelayedSource` [#53644](https://github.com/ClickHouse/ClickHouse/pull/53644) ([Antonio Andelic](https://github.com/antonio2368)).
23.8,2023-08-31,Bug Fix (user-visible misbehavior in an official stable release),,0,0,0,,,53645,Nikolai Kochetov,Prepared set cache in mutation pipeline stuck [#53645](https://github.com/ClickHouse/ClickHouse/pull/53645) ([Nikolai Kochetov](https://github.com/KochetovNicolai)).
23.8,2023-08-31,Bug Fix (user-visible misbehavior in an official stable release),Fixed,0,0,0,,,53677,VanDarkholme7,Fix bug on mutations with subcolumns of type JSON in predicates of UPDATE and DELETE queries. [#53677](https://github.com/ClickHouse/ClickHouse/pull/53677) ([VanDarkholme7](https://github.com/VanDarkholme7)).
23.8,2023-08-31,Bug Fix (user-visible misbehavior in an official stable release),Fixed,0,0,0,,,53699,vdimir,Fix filter pushdown for full_sorting_merge join [#53699](https://github.com/ClickHouse/ClickHouse/pull/53699) ([vdimir](https://github.com/vdimir)).
23.8,2023-08-31,Bug Fix (user-visible misbehavior in an official stable release),,0,0,0,,,53706,Andrey Zvonov,Try to fix bug with `NULL::LowCardinality(Nullable(...)) NOT IN` [#53706](https://github.com/ClickHouse/ClickHouse/pull/53706) ([Andrey Zvonov](https://github.com/zvonand)).
23.8,2023-08-31,Bug Fix (user-visible misbehavior in an official stable release),Fixed,0,0,0,,,53711,Igor Nikonov,Fix: sorted distinct with sparse columns [#53711](https://github.com/ClickHouse/ClickHouse/pull/53711) ([Igor Nikonov](https://github.com/devcrafter)).
23.8,2023-08-31,Bug Fix (user-visible misbehavior in an official stable release),,0,0,0,,,53742,Salvatore Mesoraca,`transform`: correctly handle default column with multiple rows [#53742](https://github.com/ClickHouse/ClickHouse/pull/53742) ([Salvatore Mesoraca](https://github.com/aiven-sal)).
23.8,2023-08-31,Bug Fix (user-visible misbehavior in an official stable release),Fixed,0,0,0,,,53764,Robert Schulze,Fix fuzzer crash in parseDateTime [#53764](https://github.com/ClickHouse/ClickHouse/pull/53764) ([Robert Schulze](https://github.com/rschu1ze)).
23.8,2023-08-31,Bug Fix (user-visible misbehavior in an official stable release),,0,0,0,,,53832,Kseniia Sumarokova,MaterializedPostgreSQL: fix uncaught exception in getCreateTableQueryImpl [#53832](https://github.com/ClickHouse/ClickHouse/pull/53832) ([Kseniia Sumarokova](https://github.com/kssenii)).
23.8,2023-08-31,Bug Fix (user-visible misbehavior in an official stable release),Fixed,0,0,0,,,53847,Kseniia Sumarokova,Fix possible segfault while using PostgreSQL engine [#53847](https://github.com/ClickHouse/ClickHouse/pull/53847) ([Kseniia Sumarokova](https://github.com/kssenii)).
23.8,2023-08-31,Bug Fix (user-visible misbehavior in an official stable release),Fixed,0,0,0,,,54066,Kseniia Sumarokova,Fix named_collection_admin alias [#54066](https://github.com/ClickHouse/ClickHouse/pull/54066) ([Kseniia Sumarokova](https://github.com/kssenii)).
23.7,2023-07-27,Backward Incompatible Change,Added,0,1,0,,0,50277,Kseniia Sumarokova,"Add `NAMED COLLECTION` access type (aliases `USE NAMED COLLECTION`, `NAMED COLLECTION USAGE`). This PR is backward incompatible because this access type is disabled by default (because a parent access type `NAMED COLLECTION ADMIN` is disabled by default as well). Proposed in [#50277](https://github.com/ClickHouse/ClickHouse/issues/50277). To grant use `GRANT NAMED COLLECTION ON collection_name TO user` or `GRANT NAMED COLLECTION ON * TO user`, to be able to give these grants `named_collection_admin` is required in config (previously it was named `named_collection_control`, so will remain as an alias). [#50625](https://github.com/ClickHouse/ClickHouse/pull/50625) ([Kseniia Sumarokova](https://github.com/kssenii))."
23.7,2023-07-27,Backward Incompatible Change,Fixed,0,1,0,,,52104,filimonov,Fixing a typo in the `system.parts` column name `last_removal_attemp_time`. Now it is named `last_removal_attempt_time`. [#52104](https://github.com/ClickHouse/ClickHouse/pull/52104) ([filimonov](https://github.com/filimonov)).
23.7,2023-07-27,Backward Incompatible Change,Enabled,0,1,0,,,52128,Azat Khuzhin,"Bump version of the distributed_ddl_entry_format_version to 5 by default (enables opentelemetry and initial_query_idd pass through). This will not allow to process existing entries for distributed DDL after *downgrade* (but note, that usually there should be no such unprocessed entries). [#52128](https://github.com/ClickHouse/ClickHouse/pull/52128) ([Azat Khuzhin](https://github.com/azat))."
23.7,2023-07-27,Backward Incompatible Change,,0,1,0,,,52353,Nikolai Kochetov,"Check projection metadata the same way we check ordinary metadata. This change may prevent the server from starting in case there was a table with an invalid projection. An example is a projection that created positional columns in PK (e.g. `projection p (select * order by 1, 4)` which is not allowed in table PK and can cause a crash during insert/merge). Drop such projections before the update. Fixes [#52353](https://github.com/ClickHouse/ClickHouse/issues/52353). [#52361](https://github.com/ClickHouse/ClickHouse/pull/52361) ([Nikolai Kochetov](https://github.com/KochetovNicolai))."
23.7,2023-07-27,Backward Incompatible Change,Added,1,1,0,,,52406,Alexey Milovidov,"The experimental feature `hashid` is removed due to a bug. The quality of implementation was questionable at the start, and it didn't get through the experimental status. This closes [#52406](https://github.com/ClickHouse/ClickHouse/issues/52406). [#52449](https://github.com/ClickHouse/ClickHouse/pull/52449) ([Alexey Milovidov](https://github.com/alexey-milovidov))."
23.7,2023-07-27,New Feature,Added,0,0,0,,,48821,alekseygolub,Added `Overlay` database engine to combine multiple databases into one. Added `Filesystem` database engine to represent a directory in the filesystem as a set of implicitly available tables with auto-detected formats and structures. A new `S3` database engine allows to read-only interact with s3 storage by representing a prefix as a set of tables. A new `HDFS` database engine allows to interact with HDFS storage in the same way. [#48821](https://github.com/ClickHouse/ClickHouse/pull/48821) ([alekseygolub](https://github.com/alekseygolub)).
23.7,2023-07-27,New Feature,Added,0,0,0,,,50098,Antonio Andelic,Add support for external disks in Keeper for storing snapshots and logs. [#50098](https://github.com/ClickHouse/ClickHouse/pull/50098) ([Antonio Andelic](https://github.com/antonio2368)).
23.7,2023-07-27,New Feature,Added,0,0,0,,,50559,Andrey Zvonov,Add support for multi-directory selection (`{}`) globs. [#50559](https://github.com/ClickHouse/ClickHouse/pull/50559) ([Andrey Zvonov](https://github.com/zvonand)).
23.7,2023-07-27,New Feature,,0,0,0,,,49664,Ilya Golshtein,Kafka connector can fetch Avro schema from schema registry with basic authentication using url-encoded credentials. [#49664](https://github.com/ClickHouse/ClickHouse/pull/49664) ([Ilya Golshtein](https://github.com/ilejn)).
23.7,2023-07-27,New Feature,Added,0,0,0,,,50076,FFFFFFFHHHHHHH,Add function `arrayJaccardIndex` which computes the Jaccard similarity between two arrays. [#50076](https://github.com/ClickHouse/ClickHouse/pull/50076) ([FFFFFFFHHHHHHH](https://github.com/FFFFFFFHHHHHHH)).
23.7,2023-07-27,New Feature,Added,0,0,0,,,50819,flynn,Add a column `is_obsolete` to `system.settings` and similar tables. Closes [#50819](https://github.com/ClickHouse/ClickHouse/issues/50819). [#50826](https://github.com/ClickHouse/ClickHouse/pull/50826) ([flynn](https://github.com/ucasfl)).
23.7,2023-07-27,New Feature,Added,0,0,0,,,50986,Roman Vasin,Implement support of encrypted elements in configuration file. Added possibility to use encrypted text in leaf elements of configuration file. The text is encrypted using encryption codecs from `<encryption_codecs>` section. [#50986](https://github.com/ClickHouse/ClickHouse/pull/50986) ([Roman Vasin](https://github.com/rvasin)).
23.7,2023-07-27,New Feature,,0,0,0,,,49483,lgbo,Grace Hash Join algorithm is now applicable to FULL and RIGHT JOINs. [#49483](https://github.com/ClickHouse/ClickHouse/issues/49483). [#51013](https://github.com/ClickHouse/ClickHouse/pull/51013) ([lgbo](https://github.com/lgbo-ustc)).
23.7,2023-07-27,New Feature,Added,0,0,0,,,47972,Nikolay Degterinsky,Add `SYSTEM STOP LISTEN` query for more graceful termination. Closes [#47972](https://github.com/ClickHouse/ClickHouse/issues/47972). [#51016](https://github.com/ClickHouse/ClickHouse/pull/51016) ([Nikolay Degterinsky](https://github.com/evillique)).
23.7,2023-07-27,New Feature,Added,0,0,0,input_format_csv_allow_variable_number_of_columns,,51273,Dmitry Kardymon,Add `input_format_csv_allow_variable_number_of_columns` options. [#51273](https://github.com/ClickHouse/ClickHouse/pull/51273) ([Dmitry Kardymon](https://github.com/kardymonds)).
23.7,2023-07-27,New Feature,,0,0,0,,,51472,李扬,"Another boring feature: add function `substring_index`, as in Spark or MySQL. [#51472](https://github.com/ClickHouse/ClickHouse/pull/51472) ([李扬](https://github.com/taiyang-li))."
23.7,2023-07-27,New Feature,,0,0,0,,,51674,Alexander Gololobov,"A system table `jemalloc_bins` to show stats for jemalloc bins. Example `SELECT *, size * (nmalloc - ndalloc) AS allocated_bytes FROM system.jemalloc_bins WHERE allocated_bytes > 0 ORDER BY allocated_bytes DESC LIMIT 10`. Enjoy. [#51674](https://github.com/ClickHouse/ClickHouse/pull/51674) ([Alexander Gololobov](https://github.com/davenger))."
23.7,2023-07-27,New Feature,Added,0,0,0,,,50854,Kruglov Pavel,Add `RowBinaryWithDefaults` format with extra byte before each column as a flag for using the column's default value. Closes [#50854](https://github.com/ClickHouse/ClickHouse/issues/50854). [#51695](https://github.com/ClickHouse/ClickHouse/pull/51695) ([Kruglov Pavel](https://github.com/Avogar)).
23.7,2023-07-27,New Feature,Added,0,0,0,,,51292,velavokr,Added `default_temporary_table_engine` setting. Same as `default_table_engine` but for temporary tables. [#51292](https://github.com/ClickHouse/ClickHouse/issues/51292). [#51708](https://github.com/ClickHouse/ClickHouse/pull/51708) ([velavokr](https://github.com/velavokr)).
23.7,2023-07-27,New Feature,Added,0,0,0,,,51735,Dmitry Kardymon,Added new `initcap` / `initcapUTF8` functions which convert the first letter of each word to upper case and the rest to lower case. [#51735](https://github.com/ClickHouse/ClickHouse/pull/51735) ([Dmitry Kardymon](https://github.com/kardymonds)).
